doc_id,cluster_0,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9
45,0.011278215783,0.204090201982,0.016252065787,0.199583233376,0.337268454995,0.055544183943,0.010421456073,0.139484839247,0.009825262181,0.016252086633
46,0.044453385396,0.186628453505,0.086468205770,0.190473923304,0.104358427132,0.089443335335,0.027599013914,0.149149331733,0.034957586430,0.086468337481
47,0.011961570358,0.187613414624,0.019714806723,0.184243809166,0.373100929172,0.083275501768,0.018693011626,0.090962979276,0.010719133541,0.019714843747
48,0.177677444834,0.088339175709,0.157270300184,0.088369506236,0.062519036165,0.061195825004,0.027544128923,0.076453856888,0.103361015524,0.157269710533
49,0.004934258884,0.159652177730,0.009602262055,0.155471128615,0.486462729552,0.087109529812,0.005622697278,0.077522149356,0.004020778192,0.009602288527
50,0.004076482546,0.214323173682,0.009445085734,0.210645871289,0.359540436374,0.080689070766,0.003271857857,0.105093802205,0.003469100150,0.009445119398
51,0.095483043928,0.063069535796,0.266872963058,0.063690197121,0.036244784543,0.044232338112,0.022107030999,0.048092535946,0.093333924830,0.266873645667
52,0.048966013751,0.031296130549,0.071318384439,0.031357738332,0.016354759101,0.272462630953,0.007903970061,0.028942961604,0.420079122704,0.071318288508
53,0.066281778384,0.131001739912,0.109490812105,0.132368021984,0.086518596157,0.104917290404,0.051876733617,0.125274726406,0.082779314156,0.109490986876
54,0.031515072384,0.201049060491,0.037772293642,0.199756154375,0.188936753838,0.124933818831,0.031519901024,0.119946731567,0.026797891163,0.037772322684
55,0.023037293640,0.217600490806,0.043392397773,0.216950052357,0.162091550850,0.075880578022,0.017256297362,0.176134933623,0.024263830451,0.043392575115
56,0.010677438356,0.187866723363,0.020809883360,0.184194443931,0.377883825091,0.047458812078,0.010640282524,0.130498968548,0.009159685104,0.020809937645
57,0.098621116520,0.017228867803,0.112957101611,0.017321968560,0.013522323741,0.015079796832,0.013584673268,0.014548727939,0.584178539889,0.112956883836
58,0.093693283379,0.109668314901,0.104172343924,0.109961187337,0.092577150834,0.107633714420,0.089576895641,0.101802787525,0.086741961588,0.104172360451
